gene_symbol	wikipedia_daily_page_views	wikipedia_daily_page_views_change_from_previous_day	view_rank	view_rank_delta
PPAP2B	2	2	4353	-1060
CRADD	2	1	4354	398
BCL2L10	2	0	4355	3674
ABI2	2	1	4356	399
TACC2	2	3	4357	-1889
WASF3	2	0	4358	3679
ATF7	2	0	4359	3680
LMTK2	2	1	4360	398
KDM4C	2	0	4361	3686
SIRT5	2	0	4362	3690
TRA2A	2	0	4363	3696
FXYD5	2	0	4364	3703
THOC2	2	0	4365	3706
NCAPG	2	0	4366	3707
OBSCN	2	1	4367	401
SPRED2	2	0	4368	3712
BTF3	2	1	4369	406
CCNG1	2	1	4370	406
EGR3	2	3	4371	-1899
EYA2	2	0	4372	3717
FMO1	2	0	4373	3717
GABRA4	2	3	4374	-1901
GNRH2	2	3	4375	-1901
SLC29A2	2	2	4376	-1069
PBX2	2	1	4377	404
SETMAR	2	4	4378	-2411
UVRAG	2	0	4379	3728
VRK2	2	0	4380	3728
LST1	2	0	4381	3729
SNAP91	2	1	4382	409
KIF14	2	0	4383	3738
ARPC5	2	0	4384	3739
CD2BP2	2	1	4385	407
AGPAT2	2	1	4386	408
RAPGEF4	2	3	4387	-1908
SRGAP2	2	5	4388	-2743
COPG2	2	0	4389	3749
LYAR	2	2	4390	-1070
RDH12	2	0	4391	3767
SGMS1	2	2	4392	-1067
ABCB5	2	16	4393	-3804
AK2	2	2	4394	-1067
CACNB4	2	1	4395	414
GALR1	2	1	4396	417
HBZ	2	3	4397	-1913
MGAT2	2	2	4398	-1069
CNOT3	2	1	4399	417
SSR1	2	1	4400	421
TEAD4	2	0	4401	3778
LTBP4	2	3	4402	-1914
POLA2	2	1	4403	431
GPR126	2	1	4404	437
SIL1	2	0	4405	3818
TNIP2	2	2	4406	-1073
SNX27	2	0	4407	3822
BMF	2	3	4408	-1919
FTSJ3	2	0	4409	3825
AANAT	2	2	4410	-1075
ASIC2	2	3	4411	-1921
ADK	2	0	4412	3833
ASNA1	2	1	4413	433
ATP1B3	2	1	4414	433
BCL9	2	4	4415	-2441
BTG1	2	1	4416	433
CA6	2	1	4417	433
FOXF1	2	1	4418	434
HOXB1	2	1	4419	437
KCNJ12	2	0	4420	3834
MGST1	2	1	4421	438
NDUFS8	2	3	4422	-1930
NFIL3	2	3	4423	-1930
RPL37A	2	0	4424	3842
RPS4Y1	2	1	4425	437
SGCA	2	0	4426	3841
XK	2	1	4427	436
MAP3K12	2	1	4428	436
FZD3	2	0	4429	3845
HIST1H3C	2	0	4430	3846
NAPG	2	0	4431	3851
SH2D2A	2	0	4432	3852
HAND2	2	1	4433	432
TUBGCP3	2	0	4434	3861
FGFR1OP	2	4	4435	-2456
BCL2L13	2	3	4436	-1939
PELO	2	0	4437	3883
SLC47A1	2	1	4438	438
EIF4ENIF1	2	0	4439	3888
MCCC1	2	2	4440	-1093
CLK2	2	1	4441	439
COL15A1	2	1	4442	439
STT3A	2	1	4443	442
MT1G	2	1	4444	443
NAGLU	2	1	4445	443
NPY5R	2	4	4446	-2464
PURB	2	1	4447	444
RGS10	2	0	4448	3919
SCO1	2	0	4449	3920
SNTB1	2	1	4450	442
DHX16	2	0	4451	3923
PDLIM1	2	0	4452	3926
TRIP11	2	2	4453	-1098
AKAP6	2	0	4454	3927
ATP6V1G1	2	0	4455	3927
GJC1	2	1	4456	443
LPAR6	2	1	4457	443
SLC34A2	2	1	4458	444
ATP5L	2	0	4459	3934
IL1RAPL1	2	0	4460	3934
DAAM1	2	0	4461	3936
NCAPD3	2	0	4462	3939
TOR2A	2	0	4463	3947
WRAP53	2	1	4464	449
NPAS3	2	1	4465	451
ATG3	2	0	4466	3966
ATPIF1	2	2	4467	-1100
SLITRK1	2	2	4468	-1100
BCKDHB	2	1	4469	451
CEBPG	2	2	4470	-1101
FDX1	2	0	4471	3997
HOXC13	2	0	4472	3999
IFIT2	2	0	4473	3999
PDE2A	2	0	4474	4003
RPS29	2	0	4475	4008
PHLDA2	2	1	4476	456
SKAP1	2	0	4477	4018
CPNE1	2	0	4478	4019
CCNE2	2	0	4479	4023
GCC2	2	0	4480	4026
HCP5	2	1	4481	460
GLTP	2	0	4482	4065
CCL28	2	2	4483	-1097
NUFIP2	2	0	4484	4081
MARK4	2	3	4485	-1972
KIF18A	2	0	4486	4091
ABCB7	2	3	4487	-1973
ATP6V1G2	2	0	4488	4110
DSCAM	2	3	4489	-1974
RAB3B	2	0	4490	4127
FZD6	2	2	4491	-1096
HIST1H2AM	2	0	4492	4132
PPAP2A	2	0	4493	4135
SLC25A27	2	0	4494	4140
DRAP1	2	0	4495	4144
TREX2	2	1	4496	474
EXOC3	2	0	4497	4147
MDN1	2	0	4498	4149
MCF2L	2	1	4499	474
LSM1	2	1	4500	474
UBIAD1	2	0	4501	4161
CHRNA9	2	2	4502	-1104
CCNL1	2	0	4503	4177
STRA6	2	2	4504	-1103
SLC26A6	2	1	4505	478
LOXL4	2	0	4506	4187
KDM2B	2	1	4507	482
RSPO3	2	1	4508	482
SSX2IP	2	0	4509	4190
CEACAM3	2	0	4510	4205
HOXC6	2	1	4511	489
INHBC	2	0	4512	4212
KCNK1	2	1	4513	488
RENBP	2	0	4514	4218
CCL14	2	0	4515	4221
ZIC1	2	0	4516	4224
HIST1H3D	2	0	4517	4227
ENC1	2	1	4518	494
CCNK	2	1	4519	495
PPT2	2	2	4520	-1103
EBI3	2	2	4521	-1103
SLU7	2	0	4522	4237
GLMN	2	0	4523	4239
CEP164	2	1	4524	496
LPHN3	2	5	4525	-2872
TMPRSS4	2	1	4526	500
ELOVL5	2	0	4527	4272
CEP63	2	0	4528	4275
KCNIP4	2	0	4529	4275
ZBP1	2	4	4530	-2537
DYNLL2	2	1	4531	502
EFNA3	2	1	4532	508
MOS	2	3	4533	-2011
PEG3	2	1	4534	512
RIT1	2	0	4535	4313
RMRP	2	3	4536	-2013
TSTA3	2	0	4537	4317
ZFX	2	3	4538	-2014
LIN7A	2	1	4539	516
GRHPR	2	1	4540	516
SLC25A15	2	2	4541	-1108
SPON1	2	0	4542	4337
VSIG4	2	2	4543	-1109
NMNAT2	2	1	4544	520
DCAF8	2	0	4545	4358
TEX10	2	0	4546	4366
USP47	2	1	4547	524
UNC45A	2	1	4548	525
SLURP1	2	0	4549	4375
MKL2	2	0	4550	4376
MMP25	2	0	4551	4382
MRPS9	2	1	4552	525
REEP1	2	0	4553	4382
SLC38A1	2	1	4554	526
NOXO1	2	0	4555	4401
KRT81	2	2	4556	-1116
OPHN1	2	1	4557	537
P2RY11	2	2	4558	-1116
PDCD2	2	2	4559	-1116
PDE6D	2	0	4560	4428
RIT2	2	0	4561	4434
HSD17B8	2	0	4562	4440
PDLIM4	2	0	4563	4443
MMP20	2	0	4564	4449
NRXN2	2	2	4565	-1119
CNTRL	2	0	4566	4464
AKAP11	2	0	4567	4465
CD300A	2	1	4568	535
NID2	2	2	4569	-1120
ANGPTL2	2	0	4570	4466
EHD4	2	1	4571	537
AMOTL2	2	0	4572	4480
RAB8B	2	1	4573	540
ING3	2	0	4574	4481
NGLY1	2	0	4575	4490
USP37	2	0	4576	4496
MICAL1	2	0	4577	4499
GGCT	2	0	4578	4502
G6PC3	2	0	4579	4514
CANT1	2	1	4580	543
TICAM2	2	0	4581	4518
CACNB1	2	0	4582	4527
DDX10	2	0	4583	4529
ELF4	2	1	4584	545
ENO3	2	1	4585	545
EVC	2	1	4586	545
GPC4	2	0	4587	4529
HMGCS2	2	1	4588	544
LECT2	2	1	4589	545
NEK1	2	3	4590	-2053
FXYD3	2	0	4591	4534
SIM1	2	10	4592	-3701
SLC9A2	2	0	4593	4537
TTC4	2	0	4594	4541
UQCRFS1	2	0	4595	4542
MZF1	2	1	4596	543
HIST1H2AK	2	0	4597	4545
PPFIBP1	2	0	4598	4547
RAB31	2	0	4599	4581
ANGPT4	2	1	4600	554
LGR4	2	3	4601	-2060
CD248	2	2	4602	-1140
MICAL3	2	0	4603	4633
SHROOM3	2	3	4604	-2062
DUSP16	2	0	4605	4642
NIPA1	2	0	4606	4647
MDGA2	2	1	4607	561
TAAR6	2	0	4608	4652
ACADL	2	1	4609	562
CHD2	2	1	4610	564
GPR39	2	1	4611	567
LYL1	2	0	4612	4665
CITED1	2	0	4613	4666
NDUFA1	2	0	4614	4666
RARRES1	2	0	4615	4671
IL1RL2	2	1	4616	569
EDIL3	2	1	4617	573
KATNB1	2	0	4618	4699
MTHFS	2	2	4619	-1146
FARS2	2	0	4620	4703
MAP4K5	2	0	4621	4708
PDZD2	2	0	4622	4713
ZNF423	2	0	4623	4715
MAFF	2	0	4624	4725
ZBTB20	2	1	4625	574
CYP2S1	2	2	4626	-1151
REPIN1	2	0	4627	4734
HSD17B11	2	0	4628	4739
STEAP3	2	3	4629	-2080
STAP2	2	0	4630	4751
CEP72	2	0	4631	4751
KMT2E	2	1	4632	576
RNASEH2B	2	0	4633	4776
NLRX1	2	0	4634	4776
FCRL4	2	1	4635	579
TMEM67	2	1	4636	584
SLC52A3	2	2	4637	-1155
KCTD12	2	0	4638	4790
RLN3	2	0	4639	4791
ACYP2	2	0	4640	4813
CLN8	2	2	4641	-1154
GNG7	2	1	4642	588
ITPKB	2	1	4643	588
LHX1	2	1	4644	588
P2RY4	2	2	4645	-1154
PLS1	2	1	4646	589
PZP	2	1	4647	589
RGR	2	0	4648	4839
SPOCK1	2	1	4649	588
PGLYRP1	2	1	4650	590
RRAGB	2	0	4651	4873
TRIM3	2	1	4652	593
SEC23IP	2	0	4653	4879
ICK	2	0	4654	4879
ALG1	2	0	4655	4923
DIP2B	2	0	4656	4925
HIVEP3	2	0	4657	4927
CENPO	2	0	4658	4939
RAB39B	2	0	4659	4965
FREM1	2	1	4660	602
AIM1	2	1	4661	603
CCNF	2	3	4662	-2106
CHRNG	2	0	4663	4987
FGF14	2	0	4664	4992
GEM	2	1	4665	609
GNG3	2	0	4666	4993
GPX7	2	0	4667	4995
KCNJ13	2	0	4668	5004
NDUFA6	2	0	4669	5008
NKX2-2	2	3	4670	-2113
PGA5	2	1	4671	608
INPP4B	2	0	4672	5026
CACNA2D2	2	3	4673	-2115
PDZK1IP1	2	2	4674	-1164
SULT4A1	2	0	4675	5064
INTS6	2	1	4676	623
GHITM	2	0	4677	5071
NOX3	2	1	4678	625
PHF21A	2	0	4679	5076
CYB5R1	2	1	4680	627
IWS1	2	0	4681	5106
ZNF687	2	0	4682	5112
TCF7L1	2	0	4683	5139
ATG10	2	0	4684	5141
PLCD4	2	0	4685	5142
AIFM2	2	0	4686	5142
SLFN11	2	2	4687	-1168
OLIG1	2	0	4688	5150
DEFB104A	2	0	4689	5156
ARL13B	2	3	4690	-2129
VSX2	2	0	4691	5166
CRAT	2	7	4692	-3473
DAP	2	2	4693	-1172
INSRR	2	0	4694	5186
KCNC1	2	3	4695	-2132
NPTX2	2	4	4696	-2684
PCDH1	2	2	4697	-1173
PDE4C	2	2	4698	-1173
PDE6C	2	0	4699	5184
POU4F2	2	2	4700	-1173
MRPS12	2	0	4701	5193
MSMO1	2	1	4702	641
TPBG	2	1	4703	643
HIST1H2AL	2	0	4704	5199
TBX19	2	0	4705	5204
TBPL1	2	0	4706	5209
HCST	2	1	4707	652
ERC2	2	0	4708	5242
TIMM10	2	0	4709	5247
TFPT	2	3	4710	-2142
PYCR2	2	0	4711	5252
BCAS3	2	0	4712	5269
TMEM127	2	0	4713	5276
AGMAT	2	2	4714	-1178
GSG2	2	1	4715	660
BBS5	2	1	4716	666
ACVR1C	2	0	4717	5319
SIX5	2	0	4718	5325
CST5	2	1	4719	665
DPH1	2	0	4720	5345
IFI6	2	0	4721	5345
HPCA	2	0	4722	5350
INSM1	2	0	4723	5350
KRT3	2	0	4724	5350
MYT1	2	1	4725	667
RGL2	2	0	4726	5356
REPS2	2	0	4727	5382
PTDSS1	2	0	4728	5390
COQ7	2	1	4729	672
COG2	2	1	4730	675
HECW1	2	1	4731	677
ZNF346	2	2	4732	-1187
NTSR2	2	2	4733	-1187
RABGAP1	2	2	4734	-1187
TIPARP	2	0	4735	5423
ALG6	2	0	4736	5435
CALML5	2	0	4737	5447
NANS	2	1	4738	682
RNF43	2	1	4739	682
GALNT13	2	0	4740	5527
ATP6V1G3	2	0	4741	5531
CLEC4C	2	0	4742	5542
AADAC	2	0	4743	5561
BCL7A	2	0	4744	5561
DLX6	2	0	4745	5561
KRT33B	2	0	4746	5572
MKLN1	2	1	4747	694
NRAP	2	1	4748	696
PLP2	2	1	4749	698
POU3F1	2	0	4750	5576
ATP6V0E1	2	0	4751	5591
DHRS3	2	1	4752	699
KAZN	2	3	4753	-2178
LPHN2	2	8	4754	-3665
PDLIM3	2	0	4755	5642
SAR1B	2	2	4756	-1192
FOXJ2	2	0	4757	5674
SERINC1	2	0	4758	5687
ABCG4	2	1	4759	716
TRIM11	2	0	4760	5723
CSMD2	2	1	4761	721
AMBN	2	3	4762	-2184
FGF13	2	0	4763	5785
GNG4	2	0	4764	5787
GOLGA1	2	0	4765	5788
PKIB	2	0	4766	5804
SLC6A12	2	0	4767	5808
UPK2	2	0	4768	5814
HIST1H2BI	2	0	4769	5817
KMO	2	0	4770	5819
MMP24	2	0	4771	5851
DAPP1	2	0	4772	5881
DCTN4	2	0	4773	5903
HEMGN	2	0	4774	5936
TBX20	2	1	4775	752
TBC1D24	2	0	4776	5956
XPNPEP3	2	0	4777	5970
TPSB2	2	1	4778	751
PARP12	2	0	4779	5970
DCAF17	2	0	4780	5981
FAHD1	2	0	4781	5987
CDCA3	2	2	4782	-1198
RGS8	2	0	4783	6000
HN1L	2	0	4784	6004
TUBGCP5	2	0	4785	6010
IL22RA2	2	0	4786	6013
KLC3	2	0	4787	6022
SLC2A12	2	0	4788	6023
KCTD7	2	0	4789	6023
POLN	2	0	4790	6047
GPR17	2	4	4791	-2764
IDH3G	2	0	4792	6070
PFKFB4	2	0	4793	6076
RFX2	2	0	4794	6080
SPRR1A	2	1	4795	761
UPP1	2	0	4796	6085
CACNA1I	2	1	4797	760
CRLF1	2	1	4798	760
TMPRSS11D	2	0	4799	6096
DOPEY2	2	0	4800	6109
SERF2	2	0	4801	6112
CCNO	2	1	4802	759
SCGN	2	0	4803	6113
MXD4	2	1	4804	759
SEC61G	2	0	4805	6135
CIDEB	2	0	4806	6152
ABI3	2	0	4807	6168
PAK1IP1	2	3	4808	-2218
EAF2	2	0	4809	6194
COLEC12	2	1	4810	774
KREMEN1	2	1	4811	777
PCBD2	2	0	4812	6241
ASCC2	2	0	4813	6242
NEU4	2	0	4814	6279
SASS6	2	0	4815	6291
GPRC6A	2	4	4816	-2788
IYD	2	7	4817	-3594
ANXA13	2	0	4818	6319
GDF1	2	1	4819	782
HOXB8	2	2	4820	-1214
MYH8	2	1	4821	784
NMBR	2	1	4822	785
SLN	2	6	4823	-3426
CLPP	2	1	4824	787
GALR3	2	1	4825	788
DENR	2	1	4826	788
SYT7	2	0	4827	6357
GNG13	2	0	4828	6442
PLEKHB2	2	0	4829	6454
NOL12	2	0	4830	6509
PIP4K2C	2	0	4831	6519
GRIP2	2	1	4832	805
FCRLA	2	0	4833	6544
SLC29A4	2	1	4834	809
SLC6A19	2	1	4835	810
AOAH	2	2	4836	-1222
ENTPD2	2	3	4837	-2235
CFHR2	2	1	4838	809
HRC	2	1	4839	809
SNAPC1	2	0	4840	6664
ARID3B	2	2	4841	-1222
CLCC1	2	0	4842	6723
CLEC5A	2	3	4843	-2238
RBMS3	2	0	4844	6749
CALY	2	0	4845	6753
PAM16	2	0	4846	6755
CXXC5	2	1	4847	829
VEZT	2	1	4848	833
CELA2A	2	2	4849	-1224
PLVAP	2	2	4850	-1222
TMEM126A	2	1	4851	844
CENPL	2	1	4852	846
DNER	2	1	4853	846
HTR3C	2	0	4854	6904
CAPS	2	1	4855	852
CDS1	2	1	4856	852
COX7A1	2	0	4857	6949
FOXE3	2	0	4858	6951
GPR34	2	3	4859	-2249
LAIR2	2	2	4860	-1229
NKTR	2	1	4861	852
TPTE	2	3	4862	-2251
TMEM63A	2	1	4863	856
OLFM1	2	0	4864	7008
RAB30	2	0	4865	7059
HAO1	2	2	4866	-1230
MTFR1L	2	0	4867	7121
CHRNA10	2	0	4868	7128
LPAR5	2	1	4869	868
SMOC2	2	1	4870	869
ESPN	2	1	4871	877
HORMAD1	2	1	4872	877
GBP5	2	0	4873	7245
SLC24A4	2	1	4874	880
EPGN	2	0	4875	7292
NLRP10	2	0	4876	7302
KRT79	2	0	4877	7302
SKA2	2	1	4878	883
CPN2	2	0	4879	7326
NPBWR1	2	0	4880	7334
TCHH	2	3	4881	-2266
TROAP	2	0	4882	7395
ADAMTS6	2	1	4883	894
PLEK2	2	0	4884	7441
TINAG	2	0	4885	7442
GMIP	2	4	4886	-2850
ECSIT	2	0	4887	7460
DNAJA4	2	0	4888	7502
SLC4A5	2	0	4889	7532
UNKL	2	1	4890	907
PPCS	2	0	4891	7550
FAM114A1	2	1	4892	912
SLC26A7	2	0	4893	7620
OPN5	2	2	4894	-1236
HID1	2	0	4895	7673
ZFP57	2	3	4896	-2279
ACYP1	2	0	4897	7706
SLC6A11	2	0	4898	7733
ZSCAN21	2	0	4899	7739
APBB3	2	0	4900	7780
NRN1	2	0	4901	7858
AIG1	2	1	4902	921
CYB5R2	2	2	4903	-1238
FLVCR2	2	0	4904	7890
GPR158	2	1	4905	923
CCDC92	2	0	4906	7961
PMFBP1	2	0	4907	7971
GPR123	2	0	4908	7990
TMTC4	2	0	4909	7995
TOX2	2	2	4910	-1241
MYLK3	2	1	4911	926
GALM	2	0	4912	8026
NUDT16	2	0	4913	8026
LAYN	2	1	4914	928
HYLS1	2	0	4915	8060
GPATCH11	2	0	4916	8067
BCL9L	2	0	4917	8072
P2RY8	2	2	4918	-1245
COX6A2	2	0	4919	8111
GBX2	2	3	4920	-2295
SPINK2	2	2	4921	-1246
TBX15	2	5	4922	-3247
NMUR1	2	1	4923	931
TMED1	2	0	4924	8173
GCAT	2	0	4925	8196
CHCHD2	2	2	4926	-1243
FKBP7	2	0	4927	8249
SIX4	2	0	4928	8250
CCDC109B	2	1	4929	930
BIN3	2	0	4930	8288
TSPAN18	2	1	4931	939
WTIP	2	0	4932	8449
SP8	2	5	4933	-3256
GJC3	2	0	4934	8534
MBOAT4	2	0	4935	8553
NBPF10	2	1	4936	944
CTRL	2	0	4937	8566
EGR4	2	0	4938	8567
GDF10	2	0	4939	8567
HBQ1	2	1	4940	943
PRKY	2	2	4941	-1255
TRPC2	2	0	4942	8586
TRANK1	2	2	4943	-1256
SOX30	2	0	4944	8620
SOX21	2	1	4945	944
SPO11	2	3	4946	-2316
TMEM98	2	0	4947	8645
C11orf73	2	3	4948	-2316
CYTL1	2	1	4949	951
SLC6A20	2	2	4950	-1261
METTL16	2	1	4951	958
KDM7A	2	0	4952	8820
FAM110A	2	0	4953	8824
GFM2	2	1	4954	960
MRGPRX2	2	5	4955	-3276
MPLKIP	2	0	4956	8918
CST11	2	0	4957	8922
ASPRV1	2	2	4958	-1265
STRC	2	2	4959	-1265
PRIMPOL	2	1	4960	966
OTUD1	2	0	4961	8967
TAS2R19	2	0	4962	8983
ENHO	2	3	4963	-2330
IFNL4	2	0	4964	9066
PSPN	2	1	4965	967
WNT8A	2	0	4966	9091
NUDT15	2	5	4967	-3287
DNAH7	2	1	4968	976
SLAMF8	2	0	4969	9231
HECW2	2	1	4970	976
DOCK5	2	0	4971	9293
FAM214B	2	0	4972	9296
ASXL3	2	1	4973	980
KCNH6	2	1	4974	980
CPA5	2	0	4975	9367
MED12L	2	1	4976	987
ACER2	2	0	4977	9504
RTL1	2	0	4978	9512
MIR187	2	0	4979	9518
MEGF6	2	1	4980	992
KCNC2	2	0	4981	9573
GPR37L1	2	0	4982	9610
TAAR2	2	1	4983	996
KIAA0753	2	0	4984	9620
LRRN3	2	2	4985	-1274
NBEAL1	2	0	4986	9795
RASL11B	2	0	4987	9797
QRFPR	2	2	4988	-1274
SLC12A8	2	0	4989	9862
SNAP47	2	2	4990	-1275
GPX6	2	0	4991	10014
TAS2R41	2	0	4992	10015
TAS2R20	2	0	4993	10015
MYLK4	2	1	4994	1014
LRRC17	2	0	4995	10156
WDR47	2	1	4996	1024
MMP27	2	0	4997	10302
SELO	2	1	4998	1030
CYP4Z1	2	0	4999	10568
SLC46A3	2	2	5000	-1278
TAS2R42	2	0	5001	10645
GJB7	2	0	5002	10652
MIR361	2	0	5003	10686
ARHGAP25	2	1	5004	1046
GPR45	2	1	5005	1048
KCNH3	2	1	5006	1048
OR2K2	2	0	5007	10810
CST9	2	1	5008	1061
SCIMP	2	3	5009	-2369
HULC	2	0	5010	11337
HOTTIP	2	1	5011	1067
GPR20	2	1	5012	1068
INSL6	2	1	5013	1071
VCX	2	2	5014	-1280
OLAH	2	2	5015	-1279
ZFHX2	2	0	5016	11638
DUSP27	2	0	5017	11662
CLEC6A	2	2	5018	-1278
C20orf96	2	0	5019	11751
NPAS4	2	0	5020	11903
GPR142	2	0	5021	11957
GPR141	2	0	5022	11962
FENDRR	2	0	5023	12009
MIR604	2	1	5024	1074
KIAA0895	2	0	5025	12152
GPR82	2	0	5026	12168
TMEM69	2	0	5027	12180
NDUFA4L2	2	0	5028	12214
PGBD5	2	0	5029	12249
DCAF15	2	0	5030	12309
LENG9	2	1	5031	1078
TMEM155	2	7	5032	-3804
CREBRF	2	3	5033	-2389
TMEM229B	2	1	5034	1080
SLC22A25	2	0	5035	12642
ASTE1	2	0	5036	12942
DTWD1	2	0	5037	12967
SLC45A4	2	0	5038	12968
MEG8	2	0	5039	12979
GPR62	2	0	5040	13079
C12orf66	2	0	5041	13147
SLC37A2	2	0	5042	13255
OR8D2	2	0	5043	13287
METRNL	2	0	5044	13305
FAM71E2	2	0	5045	13316
CYP27C1	2	0	5046	13369
C1orf141	2	0	5047	13471
GPR151	2	1	5048	1095
SLC2A7	2	3	5049	-2402
OR8B12	2	0	5050	14135
FAM89A	2	0	5051	14349
FABP9	2	0	5052	14587
DBX1	2	1	5053	1105
C11orf42	2	0	5054	15397
OR2M2	2	0	5055	15750
SMAD5-AS1	2	1	5056	1119
OR4F5	2	0	5057	17669
OR8K3	2	0	5058	17805
OR1S1	2	0	5059	17809
HLA-DPB1	1	5	5060	-3633
IL12A	1	4	5061	-3356
RBX1	1	3	5062	-2981
TNNI3	1	3	5063	-2977
RPA1	1	1	5064	-1286
STAT5B	1	3	5065	-2975
UBE2D3	1	0	5066	1134
SUMO2	1	0	5067	1136
HIST1H3A	1	1	5068	-1283
BIRC3	1	2	5069	-2381
FBXW7	1	2	5070	-2381
PSMD4	1	0	5071	1148
SELL	1	0	5072	1154
ADRBK1	1	8	5073	-4054
RAP1A	1	0	5074	1154
PON2	1	1	5075	-1273
MDM4	1	0	5076	1155
PSMC5	1	0	5077	1157
EPCAM	1	0	5078	1157
HNRNPA2B1	1	2	5079	-2375
NCK1	1	2	5080	-2368
MAP2K2	1	6	5081	-3813
POLR2B	1	2	5082	-2358
KHDRBS1	1	2	5083	-2355
THRA	1	1	5084	-1268
TCEB2	1	2	5085	-2350
SLC19A1	1	4	5086	-3328
UBE2N	1	0	5087	1164
HIST2H2BE	1	0	5088	1164
HNRNPD	1	1	5089	-1266
POLR2E	1	2	5090	-2349
SFTPA1	1	0	5091	1166
BUB1B	1	2	5092	-2347
GNAI1	1	1	5093	-1266
PKD2	1	2	5094	-2340
HBG2	1	2	5095	-2340
SFPQ	1	0	5096	1177
SPAST	1	2	5097	-2340
POLR2C	1	1	5098	-1263
RPS6KA3	1	1	5099	-1263
CALM3	1	2	5100	-2340
DCTN1	1	0	5101	1186
FSCN1	1	1	5102	-1259
PSMC3	1	0	5103	1189
TUBB2A	1	1	5104	-1257
PSMC2	1	1	5105	-1254
AP2M1	1	1	5106	-1253
INHA	1	0	5107	1194
PAFAH1B1	1	1	5108	-1252
GNB1	1	2	5109	-2342
PRDX2	1	0	5110	1194
RPL5	1	0	5111	1197
EPS15	1	0	5112	1200
ATP1A2	1	1	5113	-1249
RBBP7	1	0	5114	1205
DDB2	1	3	5115	-2960
HIST1H1A	1	3	5116	-2959
FANCC	1	1	5117	-1242
GNRHR	1	1	5118	-1242
CAPN2	1	2	5119	-2328
SPTA1	1	3	5120	-2955
ITGB5	1	0	5121	1218
RGS2	1	2	5122	-2326
SLC25A4	1	1	5123	-1239
CSNK1A1	1	1	5124	-1239
DKC1	1	2	5125	-2327
TNPO1	1	0	5126	1215
NCF2	1	0	5127	1224
CHD4	1	3	5128	-2955
POLR2D	1	1	5129	-1240
FADS2	1	2	5130	-2331
DAOA	1	0	5131	1223
LAMC2	1	0	5132	1225
KIR2DS4	1	0	5133	1228
PSMC4	1	0	5134	1228
RANGAP1	1	0	5135	1228
NPHS2	1	0	5136	1228
ROCK2	1	2	5137	-2334
DDX17	1	0	5138	1227
GNAI3	1	0	5139	1231
IPO5	1	0	5140	1231
CDC25B	1	0	5141	1235
HNRNPL	1	0	5142	1236
STAR	1	1	5143	-1243
DEFA1	1	1	5144	-1241
RRM1	1	3	5145	-2963
XRCC2	1	2	5146	-2331
CAV3	1	2	5147	-2330
RDX	1	2	5148	-2329
TGM1	1	1	5149	-1240
MUC5B	1	1	5150	-1240
SNRNP200	1	0	5151	1246
DNAJA1	1	1	5152	-1235
SNRPB	1	0	5153	1254
CHRNB4	1	0	5154	1257
CTBP2	1	2	5155	-2325
E2F3	1	0	5156	1256
CAPN3	1	1	5157	-1231
ST14	1	0	5158	1259
MED12	1	4	5159	-3348
PSMD10	1	1	5160	-1231
CD3G	1	8	5161	-4110
PSMB1	1	0	5162	1260
WASL	1	0	5163	1261
F11R	1	2	5164	-2327
FOXC1	1	3	5165	-2965
PSMA5	1	0	5166	1262
SMARCC2	1	0	5167	1262
SUZ12	1	2	5168	-2326
MYO7A	1	3	5169	-2965
RNF2	1	0	5170	1265
TNFRSF14	1	1	5171	-1231
SYNCRIP	1	1	5172	-1231
SLC25A5	1	2	5173	-2327
GAD2	1	4	5174	-3355
KCNA5	1	3	5175	-2967
NEK2	1	5	5176	-3652
MAPK11	1	2	5177	-2326
UBTF	1	2	5178	-2326
MAPRE1	1	0	5179	1267
SLCO1B3	1	1	5180	-1233
KARS	1	1	5181	-1231
MYO6	1	1	5182	-1231
TJP2	1	0	5183	1268
PSMD11	1	0	5184	1270
UGT1A7	1	0	5185	1274
ILF2	1	3	5186	-2970
VPS35	1	4	5187	-3365
ABCG5	1	1	5188	-1221
CDC5L	1	0	5189	1277
DSG2	1	4	5190	-3367
LIG1	1	2	5191	-2332
SNRPD3	1	0	5192	1277
FABP3	1	4	5193	-3369
LTC4S	1	0	5194	1281
PA2G4	1	0	5195	1282
SERPINA5	1	3	5196	-2970
GGA1	1	1	5197	-1223
MNAT1	1	0	5198	1282
AP1M1	1	0	5199	1284
MIR143	1	0	5200	1287
EEF1D	1	0	5201	1290
UBE2E1	1	1	5202	-1218
ITPA	1	2	5203	-2336
KPNA3	1	0	5204	1291
P2RY1	1	0	5205	1292
PRKAR2B	1	0	5206	1292
RPL10	1	0	5207	1292
GNE	1	1	5208	-1216
MIR222	1	0	5209	1296
ACTG2	1	3	5210	-2969
COL4A2	1	0	5211	1296
HIST1H1C	1	1	5212	-1219
IMPDH2	1	2	5213	-2341
PTPN13	1	1	5214	-1217
SUPT5H	1	2	5215	-2341
ITLN1	1	2	5216	-2339
COPB1	1	0	5217	1297
FOXC2	1	0	5218	1297
PHEX	1	4	5219	-3386
RPS14	1	0	5220	1297
PIAS2	1	1	5221	-1216
GNAO1	1	2	5222	-2343
PSMB3	1	0	5223	1308
VAV2	1	2	5224	-2343
TRAF5	1	1	5225	-1207
PELP1	1	0	5226	1315
SRPK1	1	0	5227	1320
TAF9	1	1	5228	-1206
